日期,代码,名称,板块,连板数,涨停统计,现价,近一周%,近一月%,近半年%,近一年%,所属行业,主题材,题材共振数,PE_TTM,成交额(亿),流通市值(亿),换手率%,封单(亿),封单占流通%,首封时间,开板次数,主力净流入(亿),是否ST,消息驱动
2026-06-10,300721,怡达股份,创业板,1,1/1,35.83,9.5,65.0,167.0,138.9,化学制品,电池技术,13,,9.74,49.57,21.7,0.73,1.48,11:19,0,,,
2026-06-10,300264,佳创视讯,创业板,1,1/1,9.34,17.5,1.3,36.7,61.0,IT服务Ⅱ,华为概念,8,,4.03,34.59,12.4,0.95,2.76,14:56,0,,,
2026-06-10,002354,天娱数科,主板,4,4/4,8.87,43.5,39.2,38.4,37.1,广告营销,趋势股,8,,29.93,144.2,21.2,1.71,1.19,09:33,5,,,
2026-06-10,002636,金安国纪,主板,3,3/3,77.42,49.7,60.0,364.8,799.7,元件,医疗器械概念,1,,29.53,560.76,5.3,1.6,0.29,09:31,8,,,
2026-06-10,603002,宏昌电子,主板,2,2/2,18.25,5.4,19.2,144.3,221.9,电子化学,趋势股,8,,36.12,206.97,17.6,0.16,0.08,09:39,32,,,
2026-06-10,002585,双星新材,主板,2,5/3,13.42,25.1,55.0,94.2,163.7,塑料,电池技术,13,,22.32,119.0,18.9,0.6,0.51,09:31,7,,,
2026-06-10,605006,山东玻纤,主板,2,2/2,21.07,22.6,28.8,187.8,205.4,玻璃玻纤,央国企改革,25,,19.45,132.4,15.0,0.65,0.49,10:35,1,,,
2026-06-10,002669,康达新材,主板,2,2/2,19.13,19.3,33.7,44.0,67.6,化学制品,央国企改革,25,,14.23,57.91,25.6,0.96,1.65,10:58,0,,,
2026-06-10,003043,华亚智能,主板,2,5/3,80.62,31.8,37.2,67.7,98.2,半导体,半导体概念,17,,10.84,67.58,16.6,0.66,0.98,14:12,0,,,
2026-06-10,605589,圣泉集团,主板,2,2/2,60.1,10.1,59.8,127.1,120.3,塑料,电池技术,13,,10.73,508.4,2.1,3.6,0.71,09:25,0,,,
2026-06-10,000048,京基智农,主板,2,2/2,17.83,23.9,17.6,33.4,9.9,养殖业,深圳特区,7,,5.25,94.37,5.6,0.44,0.46,09:30,2,,,关于控股股东协议转让公司部分股份暨权益变动的提示性公告
2026-06-10,605318,法狮龙,主板,2,2/2,116.56,26.7,22.5,124.7,340.0,装修建材,智能家居,1,,4.8,146.55,3.3,0.51,0.35,09:36,6,,,
2026-06-10,003026,中晶科技,主板,2,2/2,36.14,17.7,9.5,69.0,69.0,半导体,半导体概念,17,,4.29,52.24,8.3,1.46,2.79,09:34,0,,,
2026-06-10,002971,和远气体,主板,2,5/3,47.95,41.1,39.9,48.9,121.5,化学制品,电池技术,13,,3.56,74.99,4.8,2.89,3.85,09:30,0,,,
2026-06-10,600500,中化国际,主板,2,2/2,6.55,9.7,26.7,71.0,70.6,化学制品,央国企改革,25,,2.06,235.03,0.9,2.12,0.9,09:25,0,,,
2026-06-10,000029,深深房Ａ,主板,2,2/2,26.99,15.0,12.1,8.8,31.1,房地产开,央国企改革,25,,1.31,240.66,0.6,0.6,0.25,09:31,0,,,
2026-06-10,603065,宿迁联盛,主板,2,6/3,11.44,37.2,38.4,27.8,17.3,化学制品,化学制品,1,,0.42,47.93,0.9,2.53,5.27,09:25,0,,,宿迁联盛关于签订战略框架协议并拟设立合资公司的公告
2026-06-10,002409,雅克科技,主板,1,1/1,122.55,7.7,30.0,72.7,136.7,半导体,半导体概念,17,,39.19,390.35,10.5,1.51,0.39,11:00,4,,,
2026-06-10,600206,有研新材,主板,1,1/1,32.24,10.9,-1.6,59.2,79.2,半导体,央国企改革,25,,35.73,272.93,13.6,0.72,0.27,14:13,0,,,
2026-06-10,600378,昊华科技,主板,1,1/1,58.08,39.8,67.1,95.8,143.9,化学制品,央国企改革,25,,35.5,622.95,5.8,2.68,0.43,09:37,4,,,
2026-06-10,000970,中科三环,主板,1,3/2,14.52,29.8,13.7,10.9,24.3,金属新材,央国企改革,25,,23.87,176.52,14.1,1.36,0.77,10:19,0,,,
2026-06-10,603011,合锻智能,主板,1,1/1,31.9,3.2,43.4,45.9,71.5,专用设备,半导体概念,17,,21.3,157.72,14.2,0.9,0.57,13:06,0,,,
2026-06-10,603938,三孚股份,主板,1,6/3,59.98,26.7,68.9,236.2,332.4,化学原料,半导体概念,17,,20.29,229.5,9.1,0.78,0.34,09:46,3,,,
2026-06-10,002261,拓维信息,主板,1,1/1,30.91,3.5,-12.2,1.0,2.0,软件开发,华为概念,8,,18.5,354.26,5.4,2.87,0.81,09:50,0,,,
2026-06-10,002125,湘潭电化,主板,1,1/1,18.78,12.9,23.2,38.9,89.2,电池,央国企改革,25,,15.77,118.22,14.2,0.67,0.56,13:12,0,,,
2026-06-10,002119,康强电子,主板,1,1/1,28.36,17.6,21.8,72.5,89.1,半导体,半导体概念,17,,14.42,106.43,13.7,1.04,0.98,09:34,2,,,
2026-06-10,603687,大胜达,主板,1,1/1,19.18,1.5,12.8,118.9,161.2,包装印刷,国产芯片,8,,11.21,105.5,11.2,1.11,1.06,14:00,1,,,
2026-06-10,000815,美利云,主板,1,1/1,16.87,4.7,-22.8,48.2,28.2,IT服务Ⅱ,央国企改革,25,,9.94,117.29,8.7,1.09,0.93,09:52,0,,,
2026-06-10,002081,金 螳 螂,主板,1,1/1,5.94,-8.9,-16.6,89.2,78.4,装修装饰,半导体概念,17,,8.51,157.07,5.6,1.38,0.88,09:37,0,,,
2026-06-10,603823,百合花,主板,1,8/4,38.81,35.6,116.2,142.0,205.8,化学制品,电池技术,13,,8.13,161.59,5.2,0.31,0.19,09:56,3,,,
2026-06-10,002430,杭氧股份,主板,1,1/1,26.94,9.9,-12.1,-5.8,41.0,化学制品,央国企改革,25,,8.01,263.46,3.1,0.8,0.3,10:46,0,,,关于产业基金拟变更普通合伙人及合伙企业名称暨调整合伙协议部分条款的公告
2026-06-10,600732,爱旭股份,主板,1,1/1,12.07,3.3,-18.1,-7.7,7.5,光伏设备,长江三角,10,,7.25,253.4,3.1,0.69,0.27,14:32,0,,,
2026-06-10,002208,合肥城建,主板,1,1/1,16.74,-0.8,12.6,40.9,165.7,房地产开,央国企改革,25,,7.19,134.43,5.6,0.81,0.6,10:01,0,,,
2026-06-10,002459,晶澳科技,主板,1,1/1,9.15,5.4,-17.0,-19.0,-6.2,光伏设备,光伏概念,6,,7.02,302.48,2.5,1.59,0.52,14:49,0,,,
2026-06-10,601678,滨化股份,主板,1,1/1,5.65,0.7,12.3,32.3,36.5,化学原料,半导体概念,17,,6.64,115.45,5.9,0.94,0.82,10:03,2,,,
2026-06-10,002657,中科金财,主板,1,1/1,20.68,12.5,-5.4,-24.4,-13.0,IT服务Ⅱ,华为概念,8,,6.14,69.51,9.0,0.54,0.78,10:04,0,,,
2026-06-10,603220,中贝通信,主板,1,1/1,24.53,6.7,-21.1,8.5,12.4,通信服务,电池技术,13,,5.82,106.52,5.5,1.56,1.47,09:31,0,,,关于收到中标通知书的公告
2026-06-10,603160,汇顶科技,主板,1,1/1,59.98,7.1,-10.3,-24.5,-11.8,半导体,半导体概念,17,,5.76,279.44,2.1,0.77,0.27,09:36,3,,,
2026-06-10,002960,青鸟智控,主板,1,4/2,9.28,13.6,-9.9,5.8,18.5,专用设备,国产芯片,8,,5.61,89.85,6.4,0.29,0.32,10:13,1,,,
2026-06-10,001210,金房能源,主板,1,1/1,25.45,-0.1,56.7,118.3,170.7,电力,节能环保,6,,3.65,33.96,11.3,0.41,1.21,10:20,2,,,
2026-06-10,600593,大连圣亚,主板,1,1/1,39.35,2.2,14.1,-7.1,31.5,旅游及景,央国企改革,25,,3.37,50.68,6.9,0.8,1.58,10:34,0,,,关于回购注销部分限制性股票减少注册资本暨通知债权人的公告
2026-06-10,002165,红 宝 丽,主板,1,1/1,7.3,8.6,-18.5,-6.0,-24.2,化学制品,长江三角,10,,3.1,53.11,5.9,1.59,2.99,09:35,0,,,
2026-06-10,600881,亚泰集团,主板,1,4/2,1.77,14.9,9.3,-10.6,-7.3,综合Ⅱ,央国企改革,25,,3.03,57.21,5.6,0.44,0.77,13:53,0,,,
2026-06-10,600573,惠泉啤酒,主板,1,1/1,13.01,0.8,-6.8,-7.6,3.7,非白酒,央国企改革,25,,2.92,32.52,9.2,0.79,2.42,09:51,0,,,
2026-06-10,600088,中视传媒,主板,1,1/1,15.26,9.5,-9.7,-7.7,-7.3,影视院线,央国企改革,25,,2.79,60.69,4.7,0.3,0.5,09:41,1,,,
2026-06-10,000558,天府文旅,主板,1,1/1,3.89,6.9,-5.6,-28.1,-12.4,旅游及景,央国企改革,25,,2.55,50.13,5.3,0.33,0.66,10:23,0,,,
2026-06-10,002256,兆新股份,主板,1,1/1,4.37,-4.2,-20.8,24.5,84.4,电力,电池技术,13,,2.52,88.03,2.9,0.93,1.06,09:35,0,,,
2026-06-10,603155,新亚强,主板,1,1/1,22.84,17.2,22.7,24.1,65.1,化学制品,央国企改革,25,,2.5,72.13,3.6,0.67,0.93,09:45,0,,,
2026-06-10,603661,恒林股份,主板,1,1/1,36.75,7.8,23.2,10.2,37.9,家居用品,小米概念,1,,2.35,51.11,4.6,0.47,0.93,09:35,1,,,
2026-06-10,001332,锡装股份,主板,1,1/1,47.48,-10.3,1.6,30.7,87.9,专用设备,光伏概念,6,,2.32,31.91,7.7,0.35,1.09,14:00,0,,,关于完成公司登记(备案)并换发营业执照的公告
2026-06-10,000025,特  力Ａ,主板,1,1/1,15.64,3.4,-3.9,-14.5,-12.9,综合Ⅱ,央国企改革,25,,2.27,61.43,3.8,0.26,0.42,10:41,1,,,
2026-06-10,600665,天地源,主板,1,1/1,3.7,8.2,5.4,1.6,14.6,房地产开,央国企改革,25,,2.23,31.97,7.2,0.19,0.59,10:07,2,,,天地源股份有限公司关于诉讼进展的公告
2026-06-10,603276,XD恒兴新,主板,1,1/1,17.25,8.2,-5.7,2.7,4.2,化学制品,电池技术,13,,2.19,13.05,17.1,0.05,0.36,09:30,7,,,
2026-06-10,002757,南兴股份,主板,1,1/1,23.13,-1.6,-25.6,39.7,20.0,专用设备,华为概念,8,,2.16,65.24,3.3,0.66,1.0,09:25,0,,,
2026-06-10,603636,南威软件,主板,1,1/1,9.66,6.0,-12.5,-31.8,-19.1,IT服务Ⅱ,人工智能,6,,2.15,56.06,3.9,0.94,1.68,09:30,1,,,
2026-06-10,603375,盛景微,主板,1,1/1,50.01,1.0,4.2,29.7,43.8,半导体,半导体概念,17,,2.05,31.9,6.7,0.99,3.1,14:49,0,,,
2026-06-10,001316,润贝航科,主板,1,1/1,36.86,2.4,-16.7,42.1,77.0,炼化及贸,大飞机,1,,1.86,55.36,3.5,0.37,0.66,13:55,0,,,
2026-06-10,600981,苏豪汇鸿,主板,1,1/1,2.71,5.0,-4.6,-24.5,0.7,贸易Ⅱ,央国企改革,25,,1.54,60.77,2.7,0.2,0.33,10:48,1,,,
2026-06-10,600178,东安动力,主板,1,1/1,9.61,7.6,-7.6,-18.8,-23.3,汽车零部,央国企改革,25,,1.39,44.83,3.2,0.5,1.12,10:15,0,,,
2026-06-10,600843,上工申贝,主板,1,1/1,8.45,10.3,-8.8,-26.3,-25.5,专用设备,长江三角,10,,1.3,39.65,3.4,0.96,2.42,09:39,0,,,
2026-06-10,600229,城市传媒,主板,1,1/1,6.13,10.3,-1.8,-8.1,-12.4,出版,央国企改革,25,,1.14,40.5,2.8,0.25,0.61,09:31,3,,,
2026-06-10,600698,湖南天雁,主板,1,1/1,6.86,4.6,-8.5,-23.9,1.8,汽车零部,央国企改革,25,,1.05,56.97,1.9,0.46,0.82,09:37,0,,,
2026-06-10,603886,元祖股份,主板,1,1/1,12.25,2.4,4.7,-5.4,-3.2,休闲食品,长江三角,10,,0.99,29.4,3.4,0.31,1.06,09:36,0,,,
2026-06-10,003030,祖名股份,主板,1,1/1,23.42,9.8,-0.8,12.6,24.0,农产品加,电商概念,5,,0.97,18.96,5.3,0.92,4.85,13:01,0,,,
2026-06-10,600058,五矿发展,主板,1,1/1,10.34,3.4,-11.9,11.5,39.4,贸易Ⅱ,央国企改革,25,,0.89,110.84,0.8,1.06,0.95,09:33,1,,,五矿发展股份有限公司关于重大资产置换、发行股份及支付现金购买资产并募集配套资金暨关联交易事项的进展公告
2026-06-10,603822,XDST嘉澳,主板,1,1/1,83.21,1.6,13.6,-1.7,50.8,化学制品,ST股,1,,0.85,63.93,1.3,0.01,0.01,14:51,1,,,
2026-06-10,002830,名雕股份,主板,1,1/1,15.97,1.2,-6.8,7.4,54.8,装修装饰,深圳特区,7,,0.69,14.83,4.7,0.21,1.41,09:31,0,,,
2026-06-10,688456,有研粉材,科创板,1,1/1,115.98,36.0,42.3,125.3,232.0,金属新材,央国企改革,25,,19.4,120.22,17.6,0.62,0.51,13:56,1,,,
2026-06-10,688662,富信科技,科创板,1,1/1,112.24,28.8,33.2,144.1,225.5,其他电子,半导体概念,17,,11.41,99.04,12.7,1.07,1.08,13:00,0,,,
2026-06-10,688485,九州一轨,科创板,1,1/1,56.83,3.4,-10.4,257.4,451.9,轨交设备,噪声防治,1,,6.75,50.44,14.6,0.73,1.44,14:18,0,,,
2026-06-10,688216,气派科技,科创板,1,1/1,38.32,18.2,9.6,74.2,91.5,半导体,半导体概念,17,,3.89,40.79,9.9,0.14,0.34,09:41,4,,,
